season,week,celebrity_name,estimated_fan_vote,vote_certainty_std
2,2,Drew Lachey,0.12727617134349298,0.16645600818005535
2,2,Tatum O'Neal,0.005200735179953771,0.01123414694208577
2,2,Giselle Fernandez,0.12009597744003275,0.1770860807395857
2,2,Stacy Keibler,0.1256342701872501,0.170787069166499
2,2,Jerry Rice,0.11153819211896662,0.1592915361296395
2,2,Tia Carrere,0.12793000512436034,0.16516913120383914
2,2,Lisa Rinna,0.13223272138405598,0.15507594276217238
2,2,George Hamilton,0.115991904083538,0.1509685783284918
2,2,Kenny Mayne,0.013955745394546828,0.04519424390306489
2,2,Master P,0.12014427774380315,0.15750370597555782
2,3,Drew Lachey,0.05944661463574655,0.1143074506967737
2,3,Tatum O'Neal,0.07889095410255516,0.1147979568474901
2,3,Giselle Fernandez,0.0008497155242046256,0.0017584421579245192
2,3,Stacy Keibler,0.11655568762459075,0.12949830899726303
2,3,Jerry Rice,0.19263457295825492,0.183128992725084
2,3,Tia Carrere,0.08122872372889109,0.12747395030096864
2,3,Lisa Rinna,0.08207576263811231,0.09957757054865009
2,3,George Hamilton,0.21697806867417932,0.23068756241753888
2,3,Kenny Mayne,0.08803350872956407,0.12647726849376004
2,3,Master P,0.08330639138390018,0.14441571646724996
2,4,Drew Lachey,0.22142200718263688,0.21649831968595862
2,4,Tatum O'Neal,0.19927460906026018,0.19917751531003602
2,4,Giselle Fernandez,0.00713245477160212,0.012520724173842049
2,4,Stacy Keibler,0.0038037715828888024,0.004385549896729925
2,4,Jerry Rice,0.11663341423346871,0.11305266671118301
2,4,Tia Carrere,0.028251767471636158,0.02924222368535562
2,4,Lisa Rinna,0.1010880054284472,0.10587879232537725
2,4,George Hamilton,0.1420801147303012,0.07044022026871416
2,4,Kenny Mayne,0.17842659021658017,0.17391054696287192
2,4,Master P,0.0018872653221803952,0.0026641060146054417
2,5,Drew Lachey,0.15937376385805288,6.38378239159465e-16
2,5,Tatum O'Neal,0.042049703566033554,2.5673907444456745e-16
2,5,Giselle Fernandez,0.0,0.0
2,5,Stacy Keibler,0.0025029786495555408,9.540979117872439e-18
2,5,Jerry Rice,0.0025502099603956973,1.3444106938820255e-17
2,5,Tia Carrere,0.001219535652642841,7.15573433840433e-18
2,5,Lisa Rinna,0.002464489744536145,1.8648277366750676e-17
2,5,George Hamilton,0.31930825099931864,6.38378239159465e-15
2,5,Kenny Mayne,0.012930964164171943,1.7867651802561113e-16
2,5,Master P,0.45760010340529406,8.326672684688674e-15
2,6,Drew Lachey,0.17446674255738326,0.15864539200735528
2,6,Tatum O'Neal,0.030301198504082322,0.07371908823019843
2,6,Giselle Fernandez,0.0,0.0
2,6,Stacy Keibler,0.07583430174896555,0.10990791065178258
2,6,Jerry Rice,0.04880312731617948,0.08675848048236877
2,6,Tia Carrere,0.00030439728151292954,0.003042655160608208
2,6,Lisa Rinna,0.06525252075090776,0.10821412539416289
2,6,George Hamilton,0.2823670674927964,0.18806293384776712
2,6,Kenny Mayne,0.00924552609574883,0.040728106093591405
2,6,Master P,0.3134251182524234,0.19355777847346944
2,7,Drew Lachey,0.20778317090150977,0.19800578086667542
2,7,Tatum O'Neal,0.01815528055616706,0.06588540526958993
2,7,Giselle Fernandez,0.0,0.0
2,7,Stacy Keibler,0.12929570999499954,0.15599022473617274
2,7,Jerry Rice,0.08715795654296175,0.12212897783325748
2,7,Tia Carrere,9.135113183393883e-07,1.4072998499309336e-05
2,7,Lisa Rinna,0.12603134869858035,0.14821492936383726
2,7,George Hamilton,0.20842470016897707,0.20634327973983652
2,7,Kenny Mayne,0.008281695716610943,0.04421954688876116
2,7,Master P,0.21486922390887525,0.21822807846634593
2,8,Drew Lachey,0.2493801484434231,0.22406821216850883
2,8,Tatum O'Neal,0.010506733621284675,0.056519610827732575
2,8,Giselle Fernandez,0.0,0.0
2,8,Stacy Keibler,0.18811051905454407,0.1918113308206129
2,8,Jerry Rice,0.1610415141045714,0.16893932870048062
2,8,Tia Carrere,7.918916411932046e-133,1.768951930733172e-131
2,8,Lisa Rinna,0.092497790555856,0.14743160971916852
2,8,George Hamilton,0.13599965524939878,0.18531004400228346
2,8,Kenny Mayne,0.0060238299199448725,0.04199608357211302
2,8,Master P,0.15643980905097715,0.20486094996108167
3,1,Mario Lopez,0.10397549420488947,0.13506294321325402
3,1,Emmitt Smith,0.10423834475412276,0.14194751233857603
3,1,Vivica A. Fox,0.09402130005364609,0.13444037679689705
3,1,Willa Ford,0.09926418814077825,0.13706698103813178
3,1,Joey Lawrence,0.09786709356624833,0.13353324547734066
3,1,Monique Coleman,0.09381038662199533,0.13367182459365795
3,1,Shanna Moakler,0.10120560652591475,0.13494040799686083
3,1,Harry Hamlin,0.09535595664184003,0.1263185984109171
3,1,Jerry Springer,0.10384345562901046,0.13288159960511695
3,1,Sara Evans,0.09459561464769753,0.13281093809659958
3,1,Tucker Carlson,0.011822559213856913,0.021816351738845826
3,2,Mario Lopez,0.167812026777999,0.20762973709169685
3,2,Emmitt Smith,0.04905174653141481,0.08236017737265675
3,2,Vivica A. Fox,0.0737095445217714,0.1332392023956459
3,2,Willa Ford,0.07014856611141769,0.16882199713160628
3,2,Joey Lawrence,0.08993153433354403,0.15378101270225752
3,2,Monique Coleman,0.07557416524028744,0.12234922260189558
3,2,Shanna Moakler,0.0004022509472211824,0.0011990215033210632
3,2,Harry Hamlin,0.14282178149106992,0.15073154374493164
3,2,Jerry Springer,0.20452996221659742,0.25420265122697083
3,2,Sara Evans,0.10569318885414936,0.12597185604827688
3,2,Tucker Carlson,0.020325232974527492,0.05272279381521878
3,3,Mario Lopez,0.11812668271425111,0.09916334969140383
3,3,Emmitt Smith,0.0448741325789764,0.0671768703569005
3,3,Vivica A. Fox,0.1557712466060488,0.16436793289064847
3,3,Willa Ford,0.1433980896676107,0.16375297101825745
3,3,Joey Lawrence,0.14409575622433485,0.22427147244209727
3,3,Monique Coleman,0.0732353577436665,0.14454492422899917
3,3,Shanna Moakler,1.1355765585755622e-113,3.655716441709518e-113
3,3,Harry Hamlin,0.00013877115708442245,0.00045930331245059685
3,3,Jerry Springer,0.12135074816512055,0.2002462601430389
3,3,Sara Evans,0.07983610697300125,0.10492345051236646
3,3,Tucker Carlson,0.11917310816990746,0.13821906815092436
3,4,Mario Lopez,0.11971873279080993,0.14762497058841695
3,4,Emmitt Smith,0.05984001033278686,0.09895665308198902
3,4,Vivica A. Fox,0.15212474238031282,0.17701139879903516
3,4,Willa Ford,0.1369630641230954,0.1803363380065121
3,4,Joey Lawrence,0.15012073266925036,0.20702453064731693
3,4,Monique Coleman,0.0923018988582547,0.14720673450674454
3,4,Shanna Moakler,1.21900151737445e-193,0.0
3,4,Harry Hamlin,2.3085935631480678e-05,0.0004427750517951719
3,4,Jerry Springer,0.1202538781555987,0.18026103849075958
3,4,Sara Evans,0.08244429023274386,0.13091903939085356
3,4,Tucker Carlson,0.08620956452151621,0.1511061225611496
3,5,Mario Lopez,0.13923052867049723,0.1732924894354497
3,5,Emmitt Smith,0.08771725862909845,0.13166998535712215
3,5,Vivica A. Fox,0.10190921803217576,0.16398224885427873
3,5,Willa Ford,0.13827789832292106,0.18037785812907886
3,5,Joey Lawrence,0.148802330556416,0.19555330450891495
3,5,Monique Coleman,0.10198404695605026,0.14351656447602612
3,5,Shanna Moakler,1.6485039600037592e-149,5.210420079841861e-148
3,5,Harry Hamlin,2.9552211002118485e-18,9.330547691333607e-17
3,5,Jerry Springer,0.13209306337483928,0.18554277557528248
3,5,Sara Evans,0.08836282878725071,0.13634806062449406
3,5,Tucker Carlson,0.061622826670750946,0.14012617509611794
3,6,Mario Lopez,0.1796874075498528,0.19311349825817464
3,6,Emmitt Smith,0.11825839586778178,0.15286275230072818
3,6,Vivica A. Fox,0.08005355695217707,0.16159631941265507
3,6,Willa Ford,0.10107997820915872,0.16479816107258397
3,6,Joey Lawrence,0.17071728532067854,0.18717579427260006
3,6,Monique Coleman,0.12397650467291922,0.1568427520326432
3,6,Shanna Moakler,1.2700960647628888e-116,4.01438771136082e-115
3,6,Harry Hamlin,8.043009444954635e-193,0.0
3,6,Jerry Springer,0.13263672060929835,0.18230392941005966
3,6,Sara Evans,0.05448055951225575,0.12168724984531727
3,6,Tucker Carlson,0.03910959130587755,0.11326090582586099
3,7,Mario Lopez,0.18566042138651095,0.1975529995106834
3,7,Emmitt Smith,0.14380073113149697,0.17701527579923346
3,7,Vivica A. Fox,0.054367744870484534,0.13356457120685317
3,7,Willa Ford,0.07580514582934401,0.14439677681624918
3,7,Joey Lawrence,0.19155232028710145,0.20574179644035337
3,7,Monique Coleman,0.13947618426423283,0.17029455102239632
3,7,Shanna Moakler,3.1128036911373e-311,0.0
3,7,Harry Hamlin,0.0,0.0
3,7,Jerry Springer,0.1376911057297922,0.1834509809498955
3,7,Sara Evans,0.04247958365422247,0.1217782474416586
3,7,Tucker Carlson,0.029166762846814426,0.1022973403460033
3,8,Mario Lopez,0.20336933610911526,0.2079006962387286
3,8,Emmitt Smith,0.17352047637969725,0.18739522441904244
3,8,Vivica A. Fox,0.03700168406635479,0.10481226824087628
3,8,Willa Ford,0.05231959117804815,0.12586462926214245
3,8,Joey Lawrence,0.20791881417122138,0.21180968026361133
3,8,Monique Coleman,0.18115442305539287,0.196683228371134
3,8,Shanna Moakler,0.0,0.0
3,8,Harry Hamlin,0.0,0.0
3,8,Jerry Springer,0.08969457869426767,0.16082787672680346
3,8,Sara Evans,0.029103112079762215,0.1021379405791091
3,8,Tucker Carlson,0.025917984266140625,0.10567902308454552
3,9,Mario Lopez,0.2602973108972645,0.2300642987625364
3,9,Emmitt Smith,0.21629224621821183,0.20795284971617156
3,9,Vivica A. Fox,0.024845637308264064,0.08861271253384362
3,9,Willa Ford,0.027864929470899746,0.08547005036971622
3,9,Joey Lawrence,0.23346111487992846,0.21524375971143045
3,9,Monique Coleman,0.125033137948111,0.18905084497736527
3,9,Shanna Moakler,6.334872966905692e-238,0.0
3,9,Harry Hamlin,0.0,0.0
3,9,Jerry Springer,0.06752947757550744,0.14321152077806232
3,9,Sara Evans,0.018030697606704237,0.0915487111131687
3,9,Tucker Carlson,0.026645448095108756,0.11019022326768423
3,10,Mario Lopez,0.32467901400619387,0.2515993635958885
3,10,Emmitt Smith,0.30734243830217595,0.24029223365799812
3,10,Vivica A. Fox,0.02032581016419375,0.0888188121303414
3,10,Willa Ford,0.01885869314169067,0.07629899597662139
3,10,Joey Lawrence,0.16267395827326395,0.2026801805474157
3,10,Monique Coleman,0.09723251277907322,0.18192505995035424
3,10,Shanna Moakler,6.895205442185437e-17,2.1793649128094917e-15
3,10,Harry Hamlin,0.0,0.0
3,10,Jerry Springer,0.044744322676385125,0.11795606166472264
3,10,Sara Evans,0.007623086714167867,0.046970650418264155
3,10,Tucker Carlson,0.01652016394285545,0.08429670630680243
4,1,Joey Fatone,0.09667250287868813,0.13320095289915057
4,1,Laila Ali,0.09727067187856675,0.1334934164657038
4,1,Ian Ziering,0.09594087962442605,0.12746893755463293
4,1,Apolo Anton Ohno,0.10348582168704039,0.13756558683177156
4,1,Shandi Finnessey,0.09249915473860722,0.12570520057019818
4,1,Paulina Porizkova,0.08993820832257185,0.12045486656563542
4,1,Heather Mills,0.09728022950561427,0.13065602552690336
4,1,John Ratzenberger,0.0763743828229894,0.11562647471182874
4,1,Clyde Drexler,0.08628076759257317,0.1152865781854231
4,1,Leeza Gibbons,0.08150541108690297,0.12088340147146648
4,1,Billy Ray Cyrus,0.08275196986201984,0.11585024803564163
4,2,Joey Fatone,0.09593003865252543,0.15096091052535504
4,2,Laila Ali,0.10372917401165532,0.15798627880197771
4,2,Ian Ziering,0.0960861416475477,0.13697429774345862
4,2,Apolo Anton Ohno,0.10409961419178182,0.1491281435094096
4,2,Shandi Finnessey,0.12095845239615467,0.16929964154720123
4,2,Paulina Porizkova,0.002656794535190783,0.006999686563874268
4,2,Heather Mills,0.08147890871890372,0.13066856951289788
4,2,John Ratzenberger,0.09078110730965518,0.12495097056996901
4,2,Clyde Drexler,0.10609223582516898,0.13943420388726008
4,2,Leeza Gibbons,0.08838794062602444,0.13568881876072397
4,2,Billy Ray Cyrus,0.10979959208539129,0.14979259069524437
4,3,Joey Fatone,0.10245797433665332,0.13861502610759036
4,3,Laila Ali,0.1103472060678991,0.1503940766259833
4,3,Ian Ziering,0.10437200904802486,0.1554482699985165
4,3,Apolo Anton Ohno,0.12478693738934386,0.19249824059028742
4,3,Shandi Finnessey,0.0014137927707505431,0.006331053157700141
4,3,Paulina Porizkova,0.00041212283106770674,0.0039498736804169906
4,3,Heather Mills,0.10764180438190647,0.16084315936759924
4,3,John Ratzenberger,0.10426271314952923,0.141699632359069
4,3,Clyde Drexler,0.130714525622542,0.15293176541641615
4,3,Leeza Gibbons,0.07286188669179137,0.10863466721640898
4,3,Billy Ray Cyrus,0.14072902771049123,0.17078550496604686
4,4,Joey Fatone,0.03540548535850157,0.05762718726224523
4,4,Laila Ali,0.015458097390794954,0.022511188180586773
4,4,Ian Ziering,0.15109615914645008,0.1277172963494604
4,4,Apolo Anton Ohno,0.10517047817654128,0.061108999830085234
4,4,Shandi Finnessey,0.08900243082943947,0.12916327785755374
4,4,Paulina Porizkova,0.004071942922785057,0.00438234195398158
4,4,Heather Mills,0.17194739428610284,0.18574662892614285
4,4,John Ratzenberger,0.2243831566927587,0.18551944620332733
4,4,Clyde Drexler,0.05824231819453964,0.04284529577011127
4,4,Leeza Gibbons,0.0002435441297943425,0.0002304505262239374
4,4,Billy Ray Cyrus,0.14497899287229332,0.10565905346513858
4,5,Joey Fatone,0.07359187826181901,0.11512157997784123
4,5,Laila Ali,0.057063199235976726,0.10072175085354432
4,5,Ian Ziering,0.13871672943647298,0.16535541986512717
4,5,Apolo Anton Ohno,0.13079726019702467,0.14601565210931797
4,5,Shandi Finnessey,0.06104511881539854,0.1267285321718076
4,5,Paulina Porizkova,0.003885343059051479,0.028292586227173493
4,5,Heather Mills,0.14692325827562314,0.17883714775004989
4,5,John Ratzenberger,0.19685233275897784,0.19730454104781478
4,5,Clyde Drexler,0.06966318515690229,0.11578911933600727
4,5,Leeza Gibbons,0.0001441411795852723,0.0030940912992371817
4,5,Billy Ray Cyrus,0.1213175536231683,0.13982486602497152
4,6,Joey Fatone,0.10471223933429519,0.15505407086255596
4,6,Laila Ali,0.08985300528167135,0.12339016015742421
4,6,Ian Ziering,0.1355908331270402,0.17246377030018822
4,6,Apolo Anton Ohno,0.1297672238457566,0.1625247998038502
4,6,Shandi Finnessey,0.04178832977185113,0.11391323053897265
4,6,Paulina Porizkova,0.0015506845778591254,0.018191459150857518
4,6,Heather Mills,0.15222412651702447,0.18787001538658635
4,6,John Ratzenberger,0.17677658833845383,0.2033620856057701
4,6,Clyde Drexler,0.05067719525927416,0.1153805964162555
4,6,Leeza Gibbons,3.055649344050258e-13,5.570452385893988e-12
4,6,Billy Ray Cyrus,0.1170597739464677,0.16012732383185066
4,7,Joey Fatone,0.13232434360840087,0.1738373269995604
4,7,Laila Ali,0.12172821328108463,0.1635631193893173
4,7,Ian Ziering,0.15192389392397096,0.18398420654676545
4,7,Apolo Anton Ohno,0.14181364512169442,0.17660538228698586
4,7,Shandi Finnessey,0.029653499875166668,0.09779044137034196
4,7,Paulina Porizkova,0.00023291950985690593,0.006881473714249903
4,7,Heather Mills,0.09659331425252625,0.16406543620911415
4,7,John Ratzenberger,0.16082493429861175,0.19827183841241144
4,7,Clyde Drexler,0.04401956573845899,0.12119535261886275
4,7,Leeza Gibbons,3.548065626750247e-247,0.0
4,7,Billy Ray Cyrus,0.12088567039022835,0.1718448654002622
4,8,Joey Fatone,0.15674202327624084,0.1861339904312659
4,8,Laila Ali,0.15092757927920813,0.17500377718516014
4,8,Ian Ziering,0.16031361401125072,0.19539080143179496
4,8,Apolo Anton Ohno,0.16419263010032878,0.189461558555471
4,8,Shandi Finnessey,0.018313031988568765,0.07678488377422374
4,8,Paulina Porizkova,1.5326644488607504e-12,3.423709062739019e-11
4,8,Heather Mills,0.07673106638798415,0.1646070419627025
4,8,John Ratzenberger,0.11382991554123965,0.1827658964132344
4,8,Clyde Drexler,0.024742905951471852,0.08849513360524854
4,8,Leeza Gibbons,0.0,0.0
4,8,Billy Ray Cyrus,0.13420723346217428,0.18632790965553675
4,9,Joey Fatone,0.17827250186648136,0.19547050861596788
4,9,Laila Ali,0.19622734422042165,0.2077397457123739
4,9,Ian Ziering,0.17784174504877215,0.19296664199976404
4,9,Apolo Anton Ohno,0.18226982876260614,0.19673449392371853
4,9,Shandi Finnessey,0.01094317492484289,0.060711162424556174
4,9,Paulina Porizkova,1.7981484124434959e-69,5.6834007209239525e-68
4,9,Heather Mills,0.05535090385357015,0.14288445408918332
4,9,John Ratzenberger,0.08681963108271447,0.17224322827832783
4,9,Clyde Drexler,0.01990166008692008,0.09332769497045416
4,9,Leeza Gibbons,1.5214498670059887e-212,0.0
4,9,Billy Ray Cyrus,0.09237321015367095,0.16836425091269774
4,10,Joey Fatone,0.22223115208553507,0.21252526389593474
4,10,Laila Ali,0.22942048825835526,0.2147399765801179
4,10,Ian Ziering,0.12278399239699524,0.1833012024111975
4,10,Apolo Anton Ohno,0.23007537933790745,0.2115869916117551
4,10,Shandi Finnessey,0.009071226612691743,0.0713254593231787
4,10,Paulina Porizkova,0.0,0.0
4,10,Heather Mills,0.037581088934078695,0.11580106189990744
4,10,John Ratzenberger,0.07105782832271895,0.15560910523420046
4,10,Clyde Drexler,0.01423524421084664,0.0777733520592992
4,10,Leeza Gibbons,0.0,0.0
4,10,Billy Ray Cyrus,0.06354359984087113,0.14691346743771888
5,1,Sabrina Bryan,0.08248864689976791,0.12243046880733852
5,1,Helio Castroneves,0.09349946542356193,0.1406619470836116
5,1,Jane Seymour,0.08406746995840891,0.11948461352228637
5,1,Mel B,0.08649471399066837,0.12879381092258096
5,1,Cameron Mathison,0.0878885380681207,0.11902070228264268
5,1,Jennie Garth,0.08572193100928538,0.12081119118114908
5,1,Albert Reed,0.08699939258780423,0.11656239277111462
5,1,Marie Osmond,0.10759089295314014,0.1411357595661389
5,1,Mark Cuban,0.09660283402694056,0.12971017614282382
5,1,Wayne Newton,0.09457817812344978,0.11956033548278067
5,1,Floyd Mayweather Jr. ,0.08901238726189722,0.13188291055886323
5,1,Josie Maran,0.00505554969695491,0.01011633807615765
5,2,Sabrina Bryan,0.08615766397117748,0.1377272469091296
5,2,Helio Castroneves,0.0781469800358039,0.12034045258229921
5,2,Jane Seymour,0.09346728704191833,0.1306461826903499
5,2,Mel B,0.09315186778345219,0.1577392294814056
5,2,Cameron Mathison,0.0797329063888596,0.11953973671043885
5,2,Jennie Garth,0.11921787220456588,0.15899291734901944
5,2,Albert Reed,0.0008696895083258315,0.004396315193841945
5,2,Marie Osmond,0.09458507152569573,0.13616734267269084
5,2,Mark Cuban,0.1446552850006616,0.16505728232691613
5,2,Wayne Newton,0.10765972462270289,0.16296318387846936
5,2,Floyd Mayweather Jr. ,0.09675034321974033,0.1626770575454831
5,2,Josie Maran,0.005605308697096571,0.032969244620289266
5,3,Sabrina Bryan,0.09298165657860605,0.12819162793263802
5,3,Helio Castroneves,0.03636385734483978,0.060002124780316565
5,3,Jane Seymour,0.12227979826611404,0.14289238901624526
5,3,Mel B,0.0909069478123213,0.16667427228782233
5,3,Cameron Mathison,0.109425344642336,0.11776204608907043
5,3,Jennie Garth,0.1024928079858604,0.13549085901212587
5,3,Albert Reed,0.004696152530688383,0.010624883461532082
5,3,Marie Osmond,0.03579905587364897,0.04780084502325376
5,3,Mark Cuban,0.20211406445110075,0.17145474929544843
5,3,Wayne Newton,0.002768516323246029,0.005644625487904366
5,3,Floyd Mayweather Jr. ,0.08833215754070825,0.08614205676851894
5,3,Josie Maran,0.11183964065053052,0.15567685272453424
5,4,Sabrina Bryan,0.3422912370134382,3.608224830031759e-15
5,4,Helio Castroneves,0.06369091399125891,1.1102230246251565e-16
5,4,Jane Seymour,7.267427798695856e-06,8.555032767268433e-20
5,4,Mel B,0.14949298991683688,3.0531133177191805e-16
5,4,Cameron Mathison,0.002975929520669931,3.7730235602495554e-17
5,4,Jennie Garth,0.0021791289340208873,1.3010426069826053e-17
5,4,Albert Reed,0.0,0.0
5,4,Marie Osmond,0.0007516609550553277,2.168404344971009e-19
5,4,Mark Cuban,0.016362711118617725,3.191891195797325e-16
5,4,Wayne Newton,0.1523868134721507,1.0269562977782698e-15
5,4,Floyd Mayweather Jr. ,9.60873507555987e-05,2.0735366548785272e-18
5,4,Josie Maran,0.2697652602994052,3.2751579226442118e-15
5,5,Sabrina Bryan,0.2780999716517877,0.18871729593600978
5,5,Helio Castroneves,0.07727056580031541,0.11074153718487843
5,5,Jane Seymour,0.039965079794121894,0.08002565270898065
5,5,Mel B,0.15366755048137254,0.1569158964927094
5,5,Cameron Mathison,0.039835053179122414,0.0784530288398458
5,5,Jennie Garth,0.039842536629562386,0.08486641576211466
5,5,Albert Reed,1.1573841076746622e-225,0.0
5,5,Marie Osmond,0.03170282583053173,0.06645236781489407
5,5,Mark Cuban,0.04107809752963272,0.07665769344980355
5,5,Wayne Newton,0.10275072739189928,0.12522176348786004
5,5,Floyd Mayweather Jr. ,9.643305644414712e-07,1.7567802422540943e-05
5,5,Josie Maran,0.1957866273810897,0.16368576361131368
5,6,Sabrina Bryan,0.2476779080923988,0.21508764913840403
5,6,Helio Castroneves,0.09594705524627478,0.13734884033396372
5,6,Jane Seymour,0.06971183730559383,0.11691687699986372
5,6,Mel B,0.1513754694010601,0.1801702247029909
5,6,Cameron Mathison,0.07198568902150117,0.12408983981511154
5,6,Jennie Garth,0.07403408863451684,0.13244508990136758
5,6,Albert Reed,0.0,0.0
5,6,Marie Osmond,0.060501699550670286,0.110398651954982
5,6,Mark Cuban,0.022584146958158757,0.07078183901205076
5,6,Wayne Newton,0.07008960490084927,0.13105180793811924
5,6,Floyd Mayweather Jr. ,4.3397858237245695e-61,9.694347196642326e-60
5,6,Josie Maran,0.13609250088897634,0.17272958932233987
5,7,Sabrina Bryan,0.16533603775121558,0.20612662467170878
5,7,Helio Castroneves,0.11736218871130323,0.1662882377605977
5,7,Jane Seymour,0.09626686041778178,0.1355597749553762
5,7,Mel B,0.16353577564283556,0.1991365695238494
5,7,Cameron Mathison,0.09590373521126073,0.14517674308243572
5,7,Jennie Garth,0.10222739681193868,0.15613726726248883
5,7,Albert Reed,0.0,0.0
5,7,Marie Osmond,0.09590628666872304,0.1386702747227512
5,7,Mark Cuban,0.017323279531619485,0.06976754844566045
5,7,Wayne Newton,0.051658956240494436,0.12694940902407542
5,7,Floyd Mayweather Jr. ,0.0,0.0
5,7,Josie Maran,0.09447948301282764,0.16824104247701865
5,8,Sabrina Bryan,0.10923334050001361,0.1744988116450201
5,8,Helio Castroneves,0.16762510193406313,0.18909835163196245
5,8,Jane Seymour,0.06556175487824197,0.13284251981254497
5,8,Mel B,0.17848225413690608,0.19973753128542673
5,8,Cameron Mathison,0.1216157903691198,0.16076799929238567
5,8,Jennie Garth,0.1336687913534388,0.1735023064322792
5,8,Albert Reed,8.299042716203164e-213,0.0
5,8,Marie Osmond,0.11646407166841262,0.15578883948209693
5,8,Mark Cuban,0.013899355355918224,0.0737690542362286
5,8,Wayne Newton,0.03767631175580917,0.10671303294071219
5,8,Floyd Mayweather Jr. ,8.688682389780334e-284,0.0
5,8,Josie Maran,0.05577322804807709,0.12113752820063793
5,9,Sabrina Bryan,0.07385501934480897,0.14967106610716382
5,9,Helio Castroneves,0.19503198521606196,0.19322334491584328
5,9,Jane Seymour,0.051658595730488775,0.13105604851533573
5,9,Mel B,0.19784166225838298,0.19930877870778807
5,9,Cameron Mathison,0.07495455347841301,0.1379738739120988
5,9,Jennie Garth,0.15498792657182703,0.17771512074359644
5,9,Albert Reed,3.5290942687263496e-19,7.883399439595178e-18
5,9,Marie Osmond,0.16984054516935898,0.19757933950065656
5,9,Mark Cuban,0.009288089647039607,0.049298353350287996
5,9,Wayne Newton,0.026085843962594626,0.09032590578889567
5,9,Floyd Mayweather Jr. ,0.0,0.0
5,9,Josie Maran,0.04645577862102392,0.12298026328894891
5,10,Sabrina Bryan,0.0457711481056807,0.12372775290773093
5,10,Helio Castroneves,0.24163130134491007,0.2086271641590867
5,10,Jane Seymour,0.037075207136819825,0.11324357087511781
5,10,Mel B,0.25315477574348844,0.22138045397333744
5,10,Cameron Mathison,0.051156995189671865,0.1304884624276161
5,10,Jennie Garth,0.1101546405409414,0.16817544677615462
5,10,Albert Reed,0.0,0.0
5,10,Marie Osmond,0.19559365784973068,0.20135302253448
5,10,Mark Cuban,0.009176772274265728,0.04927423132513996
5,10,Wayne Newton,0.01710879689590326,0.08389816243363565
5,10,Floyd Mayweather Jr. ,0.0,0.0
5,10,Josie Maran,0.039176704918587615,0.12043482033858008
6,1,Kristi Yamaguchi,0.08793608274591624,0.12751337826965908
